,Unnamed: 0,Adjektiv,P(han),P(hun),Differanse
156,156,bein,0.2442839741706848,0.1319952756166458,0.112288698554039
682,682,isotropisk,0.1990921199321746,0.0869448110461235,0.1121473088860511
1043,1043,oval,0.2387294173240661,0.1267210245132446,0.1120083928108215
269,269,drøy,0.2879396975040436,0.1760959327220916,0.1118437647819519
363,363,fattelig,0.3356134593486786,0.2237736731767654,0.1118397861719131
755,755,koffeinfri,0.2574396729469299,0.1456153988838195,0.1118242740631103
1612,1612,vannfast,0.2267614752054214,0.1155225709080696,0.1112389042973518
32,32,aggressiv,0.2889177203178406,0.1781617850065231,0.1107559353113174
53,53,alfabetisk,0.2023467272520065,0.091761790215969,0.1105849370360374
481,481,fysiologisk,0.1910048127174377,0.0805862694978714,0.1104185432195663
1502,1502,ubevegelig,0.2243262678384781,0.1141991689801216,0.1101270988583564
443,443,fortreffelig,0.2817901968955993,0.1719099283218383,0.1098802685737609
999,999,nærtagen,0.3079372346401214,0.198112279176712,0.1098249554634094
1337,1337,stri,0.2667401731014251,0.1569546312093734,0.1097855418920517
361,361,fascinerende,0.2161927968263626,0.1068029627203941,0.1093898341059684
121,121,asyklisk,0.2892193496227264,0.1801501959562301,0.1090691536664962
268,268,drønnende,0.1731858551502227,0.0642415285110473,0.1089443266391754
281,281,dødelig,0.3064545094966888,0.1975453346967697,0.1089091747999191
1365,1365,svaksynt,0.3447911441326141,0.2363066375255584,0.1084845066070556
1238,1238,sitrongul,0.2804173529148102,0.1720073521137237,0.1084100008010864
1307,1307,spennende,0.3524163961410522,0.2440323233604431,0.1083840727806091
1410,1410,tellbar,0.2190169394016266,0.1113660261034965,0.10765091329813
1146,1146,regelmessig,0.2601630091667175,0.1525992751121521,0.1075637340545654
1400,1400,taktfast,0.2115720212459564,0.1041083633899688,0.1074636578559875
1172,1172,ru,0.324067622423172,0.2166609764099121,0.1074066460132598
376,376,festlig,0.2744297683238983,0.1670821011066436,0.1073476672172546
1501,1501,ubetrådt,0.309812992811203,0.2026112526655197,0.1072017401456832
1355,1355,substantivisk,0.1820363700389862,0.0749063342809677,0.1071300357580185
1492,1492,ubarmhjertig,0.1878812164068222,0.0808917507529258,0.1069894656538963
418,418,forgjengelig,0.2246179729700088,0.1177784726023674,0.1068395003676414
1181,1181,råtten,0.2959335148334503,0.1894658952951431,0.1064676195383071
384,384,fiolett,0.2130233943462371,0.1066191643476486,0.1064042299985885
1538,1538,uklar,0.3111827075481415,0.2048396468162536,0.1063430607318878
1505,1505,udødelig,0.1582910269498825,0.0520073398947715,0.1062836870551109
1032,1032,opprinnelig,0.1906906366348266,0.0847347453236579,0.1059558913111686
426,426,formbar,0.238270565867424,0.1332082152366638,0.1050623506307601
562,562,gøyal,0.2627419531345367,0.1576992273330688,0.1050427258014679
1461,1461,trådløs,0.2669086754322052,0.1619647443294525,0.1049439311027526
1654,1654,viril,0.1673052459955215,0.0625282600522041,0.1047769859433174
1621,1621,varsom,0.3461000919342041,0.241468921303749,0.104631170630455
1039,1039,original,0.1444402933120727,0.03998389467597,0.1044563986361026
1541,1541,ulik,0.2131658196449279,0.1087361276149749,0.104429692029953
1080,1080,perifrastisk,0.2195483148097992,0.1156137511134147,0.1039345636963844
306,306,elektrisk,0.2132332921028137,0.109305240213871,0.1039280518889427
191,191,biomimetisk,0.2259850800037384,0.1221073791384697,0.1038777008652687
607,607,humoristisk,0.2670251727104187,0.1631538867950439,0.1038712859153747
395,395,flercellet,0.1659144014120102,0.0626859068870544,0.1032284945249557
355,355,fallitt,0.1684347689151764,0.065720334649086,0.1027144342660904
601,601,homogen,0.1530394554138183,0.0503300279378891,0.1027094274759292
608,608,hurtig,0.2079286128282547,0.1052570864558219,0.1026715263724327
1038,1038,oriental,0.2647838294506073,0.1621172577142715,0.1026665717363357
549,549,grønn,0.3041634857654571,0.2015896439552307,0.1025738418102264
1285,1285,smigret,0.170716255903244,0.0681898891925811,0.1025263667106628
960,960,naturlig,0.2194380164146423,0.1171253845095634,0.1023126319050788
529,529,gnistrende,0.3217180669307709,0.2194073051214218,0.102310761809349
1044,1044,overbevisende,0.209020122885704,0.1071515679359436,0.1018685549497604
1426,1426,tilnærmet,0.2376333177089691,0.1365734338760376,0.1010598838329315
1223,1223,sentral,0.1801275610923767,0.0791535153985023,0.1009740456938743
270,270,dum,0.2671671211719513,0.1664885133504867,0.1006786078214645
337,337,erfaren,0.3191551864147186,0.2184800952672958,0.1006750911474227
809,809,kulturmessig,0.2672943770885467,0.1668657660484314,0.1004286110401153
569,569,handlaget,0.3034320771694183,0.203136920928955,0.1002951562404632
375,375,fersk,0.3005772829055786,0.2004247903823852,0.1001524925231933
561,561,gøy,0.3367518186569214,0.2366506457328796,0.1001011729240417
331,331,ensom,0.301618367433548,0.2016217559576034,0.0999966114759445
229,229,buldrende,0.2897056043148041,0.1899368613958358,0.0997687429189682
1162,1162,rimelig,0.2685784995555877,0.1688926964998245,0.0996858030557632
825,825,lang,0.1651034355163574,0.065509095788002,0.0995943397283554
656,656,inkontinent,0.246527150273323,0.1469721347093582,0.0995550155639648
958,958,nanofluidisk,0.1539560705423355,0.0544885732233524,0.099467497318983
896,896,mangfoldig,0.2762171328067779,0.1771679818630218,0.0990491509437561
1288,1288,smålig,0.2880447506904602,0.1891130954027176,0.0989316552877426
254,254,disiplinert,0.2739266157150268,0.1759256720542907,0.098000943660736
1469,1469,turkis,0.3082659542560577,0.2104552239179611,0.0978107303380966
504,504,generell,0.2364353984594345,0.1392346620559692,0.0972007364034652
699,699,kafkask,0.3058848083019256,0.2087063491344452,0.0971784591674804
1094,1094,politisk korrekt,0.2367303222417831,0.1397321820259094,0.0969981402158737
1377,1377,synonym,0.1539385169744491,0.0572512783110141,0.0966872386634349
1028,1028,oppløpen,0.3360945880413055,0.2400246709585189,0.0960699170827865
1507,1507,uendelig,0.1556054800748825,0.0596246235072612,0.0959808565676212
1215,1215,seksstemmig,0.149495393037796,0.0536252968013286,0.0958700962364673
547,547,grå,0.2863213121891022,0.1905921846628189,0.0957291275262832
379,379,fille,0.283887654542923,0.1887060403823852,0.0951816141605377
1200,1200,sammenlignende,0.2748328745365143,0.1797238439321518,0.0951090306043624
1449,1449,treg,0.2643412351608276,0.1693501472473144,0.0949910879135131
516,516,gjennomsiktig,0.3353909850120544,0.2404271066188812,0.0949638783931732
448,448,forvirret,0.2889297902584076,0.1940678358078003,0.0948619544506073
1101,1101,predikativ,0.1877989470958709,0.0930691510438919,0.094729796051979
1455,1455,trofast,0.2024105638265609,0.1078536063432693,0.0945569574832916
625,625,høytidelig,0.2503770887851715,0.1559178978204727,0.0944591909646987
651,651,infektert,0.2394949942827224,0.1450749784708023,0.0944200158119201
546,546,grunn,0.1510094106197357,0.0566042847931385,0.0944051258265972
1248,1248,skadelig,0.3167712986469269,0.222816526889801,0.0939547717571258
1393,1393,søvnig,0.2646592855453491,0.170894980430603,0.0937643051147461
1132,1132,ram,0.2905839085578918,0.1970508396625518,0.0935330688953399
872,872,lydig,0.2098150253295898,0.116672895848751,0.0931421294808387
404,404,flott,0.2933827936649322,0.2003811150789261,0.0930016785860061
1473,1473,tvetydig,0.2214735150337219,0.1289212256669998,0.0925522893667221
1024,1024,oppblåsbar,0.2093666642904281,0.1172254085540771,0.092141255736351
564,564,halsstarrig,0.2903158068656921,0.1984604001045227,0.0918554067611694
109,109,arm,0.2111190557479858,0.1197387352585792,0.0913803204894065
515,515,gjemt,0.293254017829895,0.2020040899515152,0.0912499278783798
1116,1116,pussig,0.2009249329566955,0.1097409427165985,0.091183990240097
977,977,nonfigurativ,0.2139259427785873,0.1228608042001724,0.0910651385784149
14,14,absurd,0.2073370367288589,0.116517573595047,0.0908194631338119
1328,1328,stolt,0.2313229590654373,0.1405591964721679,0.0907637625932693
1548,1548,umenneskelig,0.3128463923931122,0.222249373793602,0.0905970185995101
206,206,bløtaktig,0.2214542478322982,0.1313495188951492,0.090104728937149
1554,1554,underfundig,0.2483112961053848,0.1582299172878265,0.0900813788175582
1402,1402,talefør,0.2677310407161712,0.1778310090303421,0.0899000316858291
1536,1536,uhøflig,0.3005052804946899,0.2106389105319976,0.0898663699626922
1652,1652,vill,0.1905907243490219,0.1015418022871017,0.0890489220619201
211,211,brakk,0.3185233473777771,0.2296176850795745,0.0889056622982025
21,21,adresseløs,0.3587137460708618,0.2701324820518493,0.0885812640190124
697,697,justerbar,0.2239687442779541,0.1355354189872741,0.0884333252906799
1124,1124,påseilet,0.2892515361309051,0.2014546245336532,0.0877969115972518
370,370,femstemmig,0.153403103351593,0.065815657377243,0.0875874459743499
783,783,korpulent,0.2336605936288833,0.1463436931371688,0.0873169004917144
658,658,innbyrdes,0.1535780280828476,0.0665729269385337,0.0870051011443138
1592,1592,utstrakt,0.1898456364870071,0.1029206290841102,0.0869250074028968
143,143,bar,0.2823258936405182,0.1958910822868347,0.0864348113536834
450,450,forvåket,0.3245646059513092,0.2383763790130615,0.0861882269382476
1664,1664,vonbroten,0.2272050380706787,0.1417730450630188,0.0854319930076599
1168,1168,romantisk,0.1816742569208145,0.096374824643135,0.0852994322776794
198,198,blendahvit,0.2276357561349868,0.1425521969795227,0.0850835591554641
1367,1367,svartens,0.302773118019104,0.2183371186256408,0.0844359993934631
1050,1050,overlegen,0.276627242565155,0.1921962648630142,0.0844309777021408
1153,1153,restriktiv,0.264881283044815,0.1807418912649154,0.0841393917798996
1680,1680,årlig,0.2673482298851013,0.1833496242761612,0.0839986056089401
274,274,dyr,0.2130549699068069,0.129344955086708,0.0837100148200988
646,646,inderlig,0.3274226784706116,0.2437523156404495,0.083670362830162
920,920,mild,0.2748959362506866,0.1913640350103378,0.0835319012403488
793,793,krass,0.2825103402137756,0.1990191489458084,0.0834911912679672
1351,1351,støkiometrisk,0.1771628111600875,0.0940257906913757,0.0831370204687118
487,487,følgende,0.2305523306131363,0.1476397812366485,0.0829125493764877
773,773,konsekvent,0.2188294976949691,0.1359591037034988,0.0828703939914703
1274,1274,skyet,0.2722389996051788,0.1897926330566406,0.0824463665485382
743,743,klassisk,0.1755888760089874,0.0931892096996307,0.0823996663093566
832,832,lat,0.288553923368454,0.206184983253479,0.0823689401149749
1230,1230,sikkerhetsmessig,0.376536101102829,0.2941900193691253,0.0823460817337036
469,469,from som et lam,0.1705583482980728,0.0882780030369758,0.0822803452610969
60,60,all slags,0.2864749729633331,0.2044000476598739,0.0820749253034591
1630,1630,velfungerende,0.2985160052776336,0.2164436876773834,0.0820723176002502
1547,1547,umake,0.2832968235015869,0.2014446556568145,0.0818521678447723
1012,1012,oksydert,0.1645754873752594,0.0830462723970413,0.081529214978218
1432,1432,tom,0.2276975661516189,0.146201953291893,0.0814956128597259
789,789,koselig,0.3330797851085663,0.251614898443222,0.0814648866653442
1140,1140,rastløs,0.3111492395401001,0.2298499643802642,0.0812992751598358
1534,1534,uheldig,0.2973593473434448,0.2166330963373184,0.0807262510061264
1326,1326,stiv,0.2737497091293335,0.193113699555397,0.0806360095739364
916,916,metaforisk,0.2089475244283676,0.1283260583877563,0.0806214660406112
1498,1498,ubestemmelig,0.274614155292511,0.194367304444313,0.0802468508481979
518,518,gjennomtrengelig,0.2342815697193145,0.154224157333374,0.0800574123859405
1453,1453,treverdig,0.1957419663667678,0.1159623265266418,0.079779639840126
1682,1682,åttestemmig,0.145499899983406,0.0658057928085327,0.0796941071748733
1542,1542,ullen,0.2389321029186248,0.1594922095537185,0.0794398933649063
461,461,fremhevet,0.214044764637947,0.1346092522144317,0.0794355124235153
579,579,hellig,0.1779461801052093,0.0985937565565109,0.0793524235486984
1202,1202,sammensatt,0.3191259503364563,0.2401303946971893,0.0789955556392669
248,248,diagonal,0.1577778309583664,0.0790768861770629,0.0787009447813034
677,677,iskald,0.1912965029478073,0.1128750592470169,0.0784214437007904
316,316,encellet,0.1238319128751754,0.045521643012762,0.0783102698624134
1088,1088,plantet,0.2259847670793533,0.1479145437479019,0.0780702233314514
930,930,molar,0.18318672478199,0.1054117009043693,0.0777750238776207
170,170,beslektet,0.1243591085076332,0.0466588661074638,0.0777002424001693
1249,1249,skadesløs,0.2322761565446853,0.154587835073471,0.0776883214712143
1647,1647,vid,0.2582637369632721,0.1805852204561233,0.0776785165071487
1208,1208,sarkastisk,0.1742439717054367,0.0972594246268272,0.0769845470786094
1413,1413,teoretisk,0.2695733308792114,0.192621573805809,0.0769517570734024
339,339,erten,0.2154514640569687,0.1386148780584335,0.0768365859985351
400,400,flerstemmig,0.1909385174512863,0.1141541898250579,0.0767843276262283
1580,1580,usymmetrisk,0.2607540786266327,0.1840178370475769,0.0767362415790557
928,928,moderne,0.2702231109142303,0.1936579048633575,0.0765652060508728
1667,1667,vridd,0.2655723094940185,0.1895664185285568,0.0760058909654617
842,842,lesvisk,0.3075859546661377,0.2317506670951843,0.0758352875709533
624,624,høyre,0.2412544339895248,0.1655450314283371,0.0757094025611877
1166,1166,rolig,0.3062525689601898,0.2307436019182205,0.0755089670419693
131,131,avbaklig,0.3319736421108246,0.2564799189567566,0.075493723154068
1503,1503,ublu,0.2296492308378219,0.1545572578907013,0.0750919729471206
293,293,eksoterm,0.2021827548742294,0.1272725611925125,0.0749101936817169
332,332,enstemmig,0.2553711235523224,0.1805892437696457,0.0747818797826767
1375,1375,symmetrisk,0.168813556432724,0.0941108092665672,0.0747027471661567
1322,1322,sterk,0.2812238335609436,0.2066158801317215,0.0746079534292221
317,317,endelig,0.1497362852096557,0.075758509337902,0.0739777758717536
1569,1569,urettferdig,0.2142450660467147,0.1403940469026565,0.0738510191440582
709,709,keiserlig,0.1888060569763183,0.1151806190609932,0.0736254379153251
1596,1596,utålmodig,0.2763652503490448,0.2029347568750381,0.0734304934740066
614,614,hyppig,0.1896652281284332,0.1164547577500343,0.0732104703783989
1356,1356,subtil,0.2103368490934372,0.1375122368335724,0.0728246122598648
351,351,fabelaktig,0.2027002573013305,0.1307017505168914,0.071998506784439
864,864,lokal,0.2561273872852325,0.1844147890806198,0.0717125982046127
1091,1091,poetisk,0.1827907413244247,0.1112399324774742,0.0715508088469505
1482,1482,tåpelig,0.1570407003164291,0.0856739655137062,0.0713667348027229
1588,1588,utgått,0.2532118856906891,0.1822850108146667,0.0709268748760223
839,839,lei,0.2829112112522125,0.2125067263841629,0.0704044848680496
1078,1078,perfekt,0.1747225373983383,0.1044117137789726,0.0703108236193656
700,700,kald,0.2389560341835022,0.168724238872528,0.0702317953109741
200,200,blind,0.2464829385280609,0.1763845533132553,0.0700983852148056
876,876,lysten,0.2781955301761627,0.2084367424249649,0.0697587877511978
1419,1419,tilfreds,0.1779514551162719,0.1082287281751632,0.0697227269411087
1184,1184,rørete,0.2419507354497909,0.1723408102989196,0.0696099251508712
1207,1207,sannsynlig,0.1987117230892181,0.129385232925415,0.0693264901638031
602,602,horisontal,0.1533094197511673,0.0846642926335334,0.0686451271176338
15,15,additiv,0.2524841129779815,0.1839115172624588,0.0685725957155227
1164,1164,ringe,0.2265529036521911,0.1582787632942199,0.0682741403579711
853,853,liljehvit,0.2084152698516845,0.1402021646499633,0.0682131052017211
861,861,logaritmisk,0.1536174565553665,0.0854636505246162,0.0681538060307502
1456,1456,trolig,0.2561783194541931,0.188239112496376,0.067939206957817
345,345,etnisk,0.2880470156669616,0.2203326374292373,0.0677143782377243
255,255,diskret,0.2593408524990082,0.1917681694030761,0.067572683095932
39,39,akseptabel,0.1967010498046875,0.129397302865982,0.0673037469387054
1481,1481,tålmodig,0.2827385067939758,0.215705394744873,0.0670331120491027
775,775,kontant,0.2647240757942199,0.1980926543474197,0.0666314214468002
587,587,herskende,0.1749120354652404,0.1083816587924957,0.0665303766727447
1154,1154,retorisk,0.2292894124984741,0.1635689437389373,0.0657204687595367
1428,1428,tistemmig,0.1721033602952957,0.106433019042015,0.0656703412532806
714,714,kjempe,0.2263449430465698,0.1609016805887222,0.0654432624578476
758,758,kolossal,0.1559152603149414,0.0906523987650871,0.0652628615498542
415,415,forenelig,0.2150062471628189,0.1498351097106933,0.0651711374521255
948,948,målløs,0.2090446203947067,0.1439163088798523,0.0651283115148544
244,244,demonstrativ,0.2247262150049209,0.1601159572601318,0.0646102577447891
113,113,arrogant,0.2731055915355682,0.2085147351026535,0.0645908564329147
860,860,live,0.2059107571840286,0.1413830667734146,0.064527690410614
1364,1364,svak,0.2618129551410675,0.1978596746921539,0.0639532804489135
96,96,aparte,0.2279723882675171,0.1640766561031341,0.0638957321643829
617,617,håndlaget,0.2960657179355621,0.2322999984025955,0.0637657195329666
1341,1341,stuerein,0.319682627916336,0.2559993863105774,0.0636832416057586
1499,1499,ubestridt,0.1386923193931579,0.0750972554087638,0.063595063984394
259,259,diuretisk,0.2538967132568359,0.1903169602155685,0.0635797530412674
101,101,arbeidsledig,0.2985662817955017,0.2351430058479309,0.0634232759475708
28,28,affin,0.2797352969646454,0.2165970653295517,0.0631382316350936
1674,1674,ynkrygget,0.2296196669340133,0.1665179133415222,0.0631017535924911
955,955,n-dimensjonal,0.1209040731191635,0.0582207962870597,0.0626832768321037
585,585,herlig,0.2184576392173767,0.1560253500938415,0.0624322891235351
251,251,digg,0.2403131425380706,0.1779426038265228,0.0623705387115478
187,187,bikkjekald,0.2414574325084686,0.1800695210695266,0.0613879114389419
4,4,aabenhjertet,0.3381853997707367,0.2770780324935913,0.0611073672771453
436,436,forsagt,0.261730819940567,0.2007814645767212,0.0609493553638458
687,687,iøynefallende,0.1649418026208877,0.1040655896067619,0.0608762130141258
390,390,flamboyant,0.2226724624633789,0.1625161916017532,0.0601562708616256
1496,1496,ubegripelig,0.2940027713775635,0.2339858114719391,0.0600169599056243
1646,1646,vettug,0.3596300482749939,0.3000048398971557,0.0596252083778381
555,555,guttegæren,0.2530240416526794,0.1935244351625442,0.0594996064901351
606,606,human,0.2315889298915863,0.1722567975521087,0.0593321323394775
1179,1179,rå,0.2034481465816497,0.1441493034362793,0.0592988431453704
1675,1675,yr,0.3458719849586487,0.2866471707820892,0.0592248141765594
205,205,bløt,0.2078153789043426,0.1488145738840103,0.0590008050203323
963,963,nebbete,0.2510769665241241,0.1921581476926803,0.0589188188314437
153,153,behagelig,0.1841094046831131,0.1252121180295944,0.0588972866535186
1138,1138,rasjonell,0.1836767792701721,0.125136449933052,0.05854032933712
813,813,kunstferdig,0.2013409286737442,0.1429768800735473,0.0583640486001968
439,439,forståelig,0.2506671249866485,0.1923112124204635,0.058355912566185
80,80,anal,0.2849941849708557,0.226873978972435,0.0581202059984207
910,910,melankolsk,0.1914912164211273,0.1340033113956451,0.0574879050254821
89,89,anskuelig,0.1566149145364761,0.0992342829704284,0.0573806315660476
1477,1477,tynn som en strek,0.2129925191402435,0.1558557003736496,0.0571368187665939
1601,1601,uvillig,0.2091725021600723,0.1520867049694061,0.0570857971906662
463,463,fremoverlent,0.3955578505992889,0.3385073542594909,0.0570504963397979
1018,1018,omkommen,0.2474951595067978,0.190489113330841,0.0570060461759567
1105,1105,presis,0.2359604686498642,0.1791489124298095,0.0568115562200546
1636,1636,ven,0.2343961745500564,0.178009808063507,0.0563863664865493
433,433,fornøyd,0.233770415186882,0.177439272403717,0.0563311427831649
1,1,a priori,0.1479627937078476,0.0918074622750282,0.0561553314328193
1582,1582,utadvendt,0.3481662273406982,0.2924665212631225,0.0556997060775756
971,971,nervøs,0.2677206695079803,0.2123041898012161,0.0554164797067642
427,427,formell,0.2011204361915588,0.1458292603492736,0.0552911758422851
303,303,ekvivalent,0.1230005472898483,0.0677852407097816,0.0552153065800666
287,287,egentlig,0.1441162079572677,0.0889031589031219,0.0552130490541458
1345,1345,stump,0.2831032574176788,0.228626012802124,0.0544772446155548
1567,1567,urein,0.2839240729808807,0.2295555919408798,0.0543684810400009
1242,1242,sjarmerende,0.217634916305542,0.1634953171014785,0.0541395992040634
291,291,eksakt,0.1774632632732391,0.1233540847897529,0.0541091784834861
1071,1071,patetisk,0.1542049497365951,0.1002414971590042,0.0539634525775909
19,19,adjektivisk,0.1868395656347274,0.1330766528844833,0.0537629127502441
1183,1183,rød,0.2503092288970947,0.1974162012338638,0.0528930276632308
1626,1626,vektoriell,0.2027472406625747,0.1500506401062011,0.0526966005563735
976,976,niten,0.212052896618843,0.1598997861146927,0.0521531105041503
634,634,ikke-lineær,0.137096494436264,0.0849621295928955,0.0521343648433685
594,594,hjemmelaget,0.2229617089033126,0.1709431707859039,0.0520185381174087
1203,1203,sammensatt tall,0.1207615286111831,0.0688148662447929,0.0519466623663902
1643,1643,vertikal,0.1760014593601226,0.1247104480862617,0.0512910112738609
650,650,infantil,0.2647563219070434,0.2135167419910431,0.0512395799160003
902,902,maroder,0.1786476671695709,0.1275733262300491,0.0510743409395217
859,859,litterær,0.193961963057518,0.1439449489116668,0.0500170141458511
1180,1180,rådyr,0.269100546836853,0.2191179543733596,0.0499825924634933
1292,1292,snei,0.2994930446147918,0.2501071989536285,0.0493858456611633
836,836,lav,0.274634838104248,0.2254023104906082,0.0492325276136398
845,845,levedyktig,0.2620373964309692,0.213340476155281,0.0486969202756881
863,863,lojal,0.2462351471185684,0.1976759433746338,0.0485592037439346
1150,1150,relativ,0.1384294033050537,0.0898822471499443,0.0485471561551094
1628,1628,veldig,0.3318595290184021,0.2836523652076721,0.0482071638107299
185,185,bibliofil,0.2976061999797821,0.2495208829641342,0.0480853170156478
525,525,glemt,0.2650293707847595,0.2171852439641952,0.0478441268205642
680,680,isometrisk,0.1317335814237594,0.0839087441563606,0.0478248372673988
824,824,ladet,0.191812515258789,0.1442441195249557,0.0475683957338333
1374,1374,syklisk,0.2230133116245269,0.1762371063232422,0.0467762053012847
178,178,beundringsverdig,0.1733357459306717,0.1266278177499771,0.0467079281806945
488,488,følsom,0.2493183463811874,0.2028146535158157,0.0465036928653717
1381,1381,særegen,0.1582316905260086,0.1120777279138565,0.0461539626121521
767,767,kompleks,0.1998090595006942,0.1536684781312942,0.0461405813694
858,858,litt,0.2987341284751892,0.252879649400711,0.0458544790744781
1602,1602,uvitende,0.2403286695480346,0.194692775607109,0.0456358939409256
299,299,ekstracellulær,0.0765543952584266,0.0315768234431743,0.0449775718152523
1380,1380,sær,0.1922206580638885,0.1473471075296402,0.0448735505342483
1463,1463,trøtt,0.2342097461223602,0.1894246190786361,0.044785127043724
653,653,injektiv,0.188137337565422,0.1433561593294143,0.0447811782360076
1616,1616,vantru,0.1785630583763122,0.1339898109436035,0.0445732474327087
6,6,abiotisk,0.1824258416891098,0.1379621177911758,0.0444637238979339
243,243,demokratisk,0.2629232108592987,0.2189048826694488,0.0440183281898498
1143,1143,real,0.1427187323570251,0.0993163138628006,0.0434024184942245
1444,1444,tragisk,0.2292717546224594,0.1858722567558288,0.0433994978666305
1206,1206,sann,0.1562530845403671,0.1128701269626617,0.0433829575777053
1457,1457,troskyldig,0.2083454728126526,0.1651129573583603,0.0432325154542923
1156,1156,rettferdig,0.155619814991951,0.1125803738832473,0.0430394411087036
1651,1651,vilkårlig,0.1600763648748397,0.117141842842102,0.0429345220327377
1001,1001,nødvendig,0.2147893160581588,0.1719773560762405,0.0428119599819183
655,655,inkonsekvent,0.1924756020307541,0.1501380801200866,0.0423375219106674
1072,1072,patologisk,0.2123036086559295,0.1700375229120254,0.0422660857439041
249,249,diffus,0.2081353664398193,0.1660945117473602,0.0420408546924591
671,671,intracellulær,0.0696578398346901,0.0278815161436796,0.0417763236910104
310,310,ellevill,0.1723561435937881,0.1306004822254181,0.04175566136837
183,183,biaksial,0.1986338049173355,0.1572184562683105,0.0414153486490249
538,538,grafisk,0.2943663299083709,0.2532707750797272,0.0410955548286438
1065,1065,parodisk,0.1464374810457229,0.1056360229849815,0.0408014580607414
382,382,fin,0.2513929605484009,0.2106119394302368,0.040781021118164
1017,1017,omgående,0.2213962823152542,0.1808287054300308,0.0405675768852233
1425,1425,tillært,0.1479485481977462,0.1075842678546905,0.0403642803430557
1284,1284,smigrende,0.1993172913789749,0.1589914560317993,0.0403258353471756
1235,1235,sint som en veps,0.1527471840381622,0.1124252453446388,0.0403219386935234
1026,1026,oppkalt,0.2401897013187408,0.2000075280666351,0.0401821732521057
1089,1089,plausibel,0.104484237730503,0.0646601095795631,0.0398241281509399
24,24,adverbial,0.1355854719877243,0.0959497615694999,0.0396357104182243
428,428,formfullendt,0.2699118554592132,0.2303896844387054,0.0395221710205078
1182,1182,ræva,0.2325672656297683,0.1938221305608749,0.0387451350688934
189,189,binær,0.0902552679181099,0.0516922585666179,0.0385630093514919
1483,1483,tørr,0.147890031337738,0.1097350716590881,0.0381549596786499
904,904,masse,0.1478351354598999,0.1097486466169357,0.0380864888429641
1446,1446,transitiv,0.1494321972131729,0.1117815151810646,0.0376506820321083
1451,1451,trekanta,0.0640513971447944,0.0264661666005849,0.0375852305442094
132,132,avgjørende,0.1799532771110534,0.14271280169487,0.0372404754161834
421,421,forhutlet,0.2282636761665344,0.1911581009626388,0.0371055752038955
1053,1053,overraskende,0.2302959412336349,0.1933448910713195,0.0369510501623153
940,940,motsyklisk,0.1800313144922256,0.1434497237205505,0.0365815907716751
1524,1524,ufullendt,0.176327109336853,0.1402072161436081,0.0361198931932449
715,715,kjempebra,0.3092179596424103,0.2735235393047333,0.035694420337677
598,598,holden,0.2041791528463363,0.1694329380989074,0.0347462147474288
1010,1010,offisiell,0.1619558632373809,0.1273063570261001,0.0346495062112808
1573,1573,urolig,0.2706592977046966,0.2361869513988495,0.0344723463058471
1310,1310,spesifikk,0.096072107553482,0.0616186335682868,0.0344534739851951
1316,1316,språklig,0.2317475080490112,0.197371706366539,0.0343758016824722
1519,1519,uforskammet,0.2077541202306747,0.1737178713083267,0.034036248922348
133,133,avhengig,0.2116490304470062,0.1777110695838928,0.0339379608631134
869,869,lumpen,0.2174229025840759,0.1839796900749206,0.0334432125091552
472,472,fråtsende,0.293423444032669,0.2601341009140014,0.0332893431186676
1315,1315,sporadisk,0.2557280659675598,0.222893476486206,0.0328345894813537
1270,1270,skråsikker,0.2675555348396301,0.2347215861082077,0.0328339487314224
848,848,lik,0.2089744061231613,0.1761777848005294,0.0327966213226318
71,71,alskens,0.2539836764335632,0.2216694504022598,0.0323142260313034
1264,1264,skjev,0.2712165117263794,0.2390863001346588,0.0321302115917205
458,458,frekvent,0.2116419672966003,0.1796161383390426,0.0320258289575576
1634,1634,velvillig,0.2096197456121444,0.1777259409427642,0.0318938046693801
1095,1095,polynomiell,0.1568374633789062,0.1252366155385971,0.0316008478403091
1237,1237,sist,0.1610355079174041,0.1294624507427215,0.0315730571746826
1622,1622,vaskeekte,0.2376310527324676,0.2062295526266098,0.0314015001058578
657,657,innadvendt,0.2912656962871551,0.2599817216396332,0.0312839746475219
313,313,empirisk,0.1642637103796005,0.1332511901855468,0.0310125201940536
1031,1031,opprett,0.2078317999839782,0.176844373345375,0.0309874266386032
1672,1672,våt,0.2665392160415649,0.2361131757497787,0.0304260402917861
618,618,håpløs,0.2367405742406845,0.2063752114772796,0.0303653627634048
1027,1027,opplyst,0.2827518582344055,0.2525469958782196,0.0302048623561859
144,144,barmhjertig,0.1243127733469009,0.0941813737154007,0.0301313996315002
730,730,kjent,0.2536417245864868,0.2235658168792724,0.0300759077072143
1688,1688,øm,0.2089073061943054,0.1789762824773788,0.0299310237169265
970,970,nervepirrende,0.2512492835521698,0.2213519215583801,0.0298973619937896
122,122,asymmetrisk,0.2070606350898742,0.1772137731313705,0.0298468619585037
833,833,latterlig,0.1680942326784134,0.1386622041463852,0.0294320285320281
1210,1210,sec,0.2207762151956558,0.1914120465517044,0.0293641686439514
692,692,jevnaldrende,0.199910968542099,0.1705865412950515,0.0293244272470474
818,818,kursiv,0.1746889948844909,0.1454066932201385,0.0292823016643524
335,335,enverdig,0.1742219030857086,0.1451460123062133,0.0290758907794952
